WORK_NAME,SALAY,COMPANY,COMPANY,POST_URL,ADDRES,jobType,eduLevel,workingExp,detail
算法开发人员（机器学习方向）,,中关村产业技术联盟联合会,中关村产业技术联盟联合会,https://jobs.zhaopin.com/CC298022889J00119651114.htm,北京,"软件/互联网开发/系统集成,算法工程师",硕士,不限,职位亮点 五险一金 职位描述 1. 从事基于机器学习算法的医疗大数据分析，对临床的连续生理信号进行深度分析和挖掘，发展疾病预测性分析算法； 2. 通过机器学习算法对临床问题进行建模，从电子病例中有效提取数据，建模分析，结果验证，完成临床研究项目； 3. 参与多元异构临床数据的采集、分析、数据库建设和数据分析利用，发展临床辅助决策支持系统。 任职要求： 1.计算机科学，数学，统计学，生物医学工程，物理学等相关专业，硕士或博士学历； 2.熟悉和掌握常用的机器学习算法，具有机器学习和数据挖掘实践经验； 3.具有较好的数学功底，理解算法本质，可以根据实际项目对算法进行改进； 4.有连续动态时间序列分析经验的优先，有医疗大数据分析处理经验的优先，有深度学习架构经验的优先； 5.掌握主流的一个或多个软件开发工具，能够快速阅读英文文献和检索资料，具备独立研究能力； 6.沟通能力良好，有创造性思维，善于发现问题；身体健康、处事严谨、踏实肯干，具备良好的团队协作精神，以及富有挑战精神。 相关技能： 1. 熟悉主流的各类机器学习算法； 2. 能够熟练使用一类或几类主流的开发工具，如Python、Java、C/C++、Matlab等； 3. 具有数据库操作能力，能够熟练使用SQL操作数据。 单位介绍： 中关村医疗器械产业技术创新联盟是中关村第一批批准的产业联盟，也一家独立法人的社会组织。目前有成员单位152家，主要从事专业咨询、产业规划与研究、企业服务等工作，2017年联盟承担科技部项目，招聘项目聘用工程师，现需要生物医学工程专业、软件件开发、算法开发、大数据平台建设工程师。 工作地点 北京市五棵松 查看地图
软件开发,,中关村产业技术联盟联合会,中关村产业技术联盟联合会,https://jobs.zhaopin.com/CC298022889J00119648914.htm,北京,"软件/互联网开发/系统集成,软件工程师",硕士,不限,职位亮点 五险一金 职位描述 职位描述： 1. 从事物联网数据平台及相应应用软件开发，包括应用软件开发，数据库设计和部署，前后端程序开发，数据可视化等 ； 2. 医疗设备联网数据平台和系统部署实施，运维等； 3. 参与需求调研和需求分析，撰写相关技术文档，搭建系统开发环境，完成功能模块相关代码的编写； 3、项目概要设计、详细设计、开发计划等标准文档的编制，独立完成单元测试，解决开发过程中的技术问题； 4、有平台开发经验者优先；有接口开发及文档撰写能力者优先 任职要求： 1.专业：计算机、软件工程或相关专业，本科或硕士学历； 2. 熟练使用Matlab、Python、Java等开发工具、熟悉Linux平台及常用命令。 3. 熟练使用kafka、redis、druid、spark、hive等大数据分析工具并理解其工作原理。 4. 精通SQL查询，对主流数据库oracle、mysql、postgresql任意一种能够熟练掌握。 5.精通html、css、js技术，能够熟练使用vue、bootstrap、elementui、echarts等主流前端框架进行界面开发。 6.理解spring的核心技术，熟练使用springboot进行后台业务开发。 7.对网络通信协议、多线程开发有独到见解，掌握JDK6到JDK8期间新增的并发集合类。 单位介绍： 中关村医疗器械产业技术创新联盟是中关村第一批批准的产业联盟，也一家独立法人的社会组织。目前有成员单位152家，主要从事专业咨询、产业规划与研究、企业服务等工作，2017年联盟承担科技部项目，招聘项目聘用工程师，现需要生物医学工程专业、软件件开发、算法开发、大数据平台建设工程师。 工作地点 北京市五棵松 查看地图
大数据开发工程师,,北京志联利盟科技发展有限公司,北京志联利盟科技发展有限公司,https://jobs.zhaopin.com/375313780250088.htm,北京-海淀区,"软件/互联网开发/系统集成,软件工程师",大专,不限,职位亮点 五险一金 年底双薪 年终分红 全勤奖 交通补助 带薪年假 职位描述 岗位职责： 1） 负责电信运营商、互联网、其他行业的大数据收集和理解； 2） 针对业务和应用需求，提供大数据分析的解决方案和咨询服务； 3） 负责大数据的分析、挖掘建模以及程序实现； 4） 负责大数据分析应用系统的架构设计和技术验证； 5） 负责大数据分析应用系统的研发和上线； 6） 负责对大数据平台和应用的现网运行提供相应的技术支撑； 7） 负责大数据分析前沿技术和成果的研究、验证与推广； 8） 对负责、参与的项目进行项目管理； 9） 输出研究成果包括建模结果、软件模块、分析报告、专利等。 任职要求： 1） 熟悉大数据的技术、大数据的应用； 2） 熟悉大数据分析和建模流程； 3） 掌握数理统计和数据分析、数据挖掘有关知识和技能； 4） 熟悉结构化和非结构化挖掘算法； 5） 熟悉需求分析、系统架构方面的技术； 6） 掌握Java或Scala或Python等编程语言； 7） 较强的文档编写能力，英语4级水平； 8） 英语：具备熟练的听、说、读、写能力。 工作地点 北京海淀区上地五街
Java高级工程师,,分享通信集团有限公司,分享通信集团有限公司,https://jobs.zhaopin.com/142961413251947.htm,北京,"软件/互联网开发/系统集成,Java开发工程师",本科,3-5年,职位亮点 五险一金 交通补助 餐补 通讯补助 带薪年假 职位描述 岗位职责： 1. 熟悉软件生命周期管理； 2. 5年以上软件开发经验（其中至少3年以上JAVA项目实战经验），1年以上软件系统设计的经验； 3. 能够独立完成中型系统或子系统的需求分析和概要设计和开发； 4. 具备很强的文档编辑能力，文档结构清晰、表达简明易懂，熟练使用各种相关编辑工具； 5. 具备很强的学习接受能力，能够快速掌握新知识、新技术并运用于开发实践； 任职要求： 1 .精通JAVA语言及常用类库，能进行jvm调优； 2.至少熟练使用一种脚本 语言，如Shell、Python、JavaScript等； 3.精通面向对象设计原理，熟悉常见的设计模式，能使用工具进行UML建模；精通TCP/IP、http等网络通信协议，熟悉Json、Xml等数据协议；熟悉大流量、高并发、高性能的分布式系统的设计和应用，擅长性能调优者优先； 4.精通SpringMVC，Spring，Mybatis/Ibatis，jfinal等框架； 5.对JSP，Servlet，HTML，JavaScript，CSS，Ajax等web前端开发技术有深入了解，精通EasyUI/Bootstrap前端框架；熟悉redis、memcached等缓存技术； 6.熟练使用eclipse、svn、ssh、maven、nginx等开发部署工具，熟悉linux系统及常用命令，熟悉jetty、undertow等web服务容器； 7.熟练掌握Oracle、MySql数据库操作，精通SQL语句的编写及优化，有存储过程经验的优级先。 工作地点 北京市海淀区北坞村路23号北坞创新园北区6号分享通信大厦
NLP算法工程师,,北京韩美智恒科技有限公司,北京韩美智恒科技有限公司,https://jobs.zhaopin.com/CC141846589J00125362414.htm,北京-顺义区,"软件/互联网开发/系统集成,数据库开发工程师",本科,3-5年,"职位亮点 五险一金 绩效奖金 加班补助 包吃 带薪年假 补充医疗保险 免费班车 员工旅游 职位描述 岗位职责: 1. 负责海量结构化、非结构化数据分析与挖掘 2. 负责各算法和模型的分布式实现,基于spark或TensorFlow实现算法模型 3. 参与数据清洗和过滤 4. 负责提供系统设计和代码文档 任职资格: 1. 本科或硕士以上学历，4年以上相关工作经验，计算机、应用数学、人工智能、自控、统计等专业 3. 有大数据分析、数据挖掘、信息检索等方面的实际工作经验，熟悉Spark或TensorFlow 4. 熟练掌握至少一种编程语言，Java、Scala、C++、R、Python 5. 责任心强、具备优秀的学习能力 工作地点 北京市顺义区竺园二街2号院7号楼 查看地图"
大数据算法工程师,,脉讯在线(北京)信息技术有限公司,脉讯在线(北京)信息技术有限公司,https://jobs.zhaopin.com/CC306517710J00041591112.htm,北京,"软件/互联网开发/系统集成,算法工程师",本科,1-3年,职位亮点 创业公司 周末双休 五险一金 餐补 带薪年假 定期体检 节日福利 职位描述 岗位职责： 1、针对海量文本内容进行中文分词、关联词分析、文本分类和情感分析等文本挖掘的工作； 2、参与行业知识图谱构建工具的开发; 3、优化已有机器学习模型; 任职要求： 1. 计算机或数学、物理等相关专业， 本科以上学历。 2. 熟悉Linux操作系统，有Linux服务器上的开发经验。 3. 熟悉python/php脚本编程语言。 4. 有相关数据挖掘&自然语言处理相关经验。 5. 至少熟悉使用一种关系型数据库，并熟悉SQL语言，需了解一到两种非关系数据库（NOSQL型，hbase/mongodb/hive均可）。 6. 有知识图谱构建相关算法经验者优先 7. 满足以上条件，能沉下心来到数据里面去，主动思考，勤于动手的优先考虑。 工作地点 北京市海淀区上地七街1号汇众大厦2号101室 查看地图
Docker/K8S容器开发工程师,,北京东方金信科技有限公司,北京东方金信科技有限公司,https://jobs.zhaopin.com/CC326767032J00104620812.htm,北京,"软件/互联网开发/系统集成,软件研发工程师",本科,3-5年,职位亮点 五险一金 带薪年假 节日福利 员工旅游 补充医疗保险 定期体检 职位描述 职位描述 ： 1. 负责公司docker/k8s PAAS平台开发，’部署，监控与维护工作 2. 负责公司容器平台的开发和客户容器平台突发情况的处理 3. 基于容器平台与devops工具集的集成 4. 跟踪docker/k8s社区的技术动态 5. 协助公司大数据平台的应用容器化 职位需求： 1.熟悉python或go语言，能够熟练使用shell脚本语言。 2.具有二年以上生产环境中的docker/k8s的落地实践经验，熟悉docker/k8s相关的生态，了解docker的底层技术，有清晰的解决docker问题的思路，能够解决复杂疑难问题。 3.熟悉常用的存储技术，消息队列技术，负载均衡，日志采集等系统。 4.熟悉linux操作系统，熟悉docker网络相关技术。 优先： 1、了解微服务架构设计和设计方法的优先； 2、有自动化构建系统、配置管理系统、监控报警等自动化运维平台建设经验者优先 工作地点 北京市东城区白桥大街15号嘉禾国信大厦9层 查看地图
生物医学工程师,,中关村产业技术联盟联合会,中关村产业技术联盟联合会,https://jobs.zhaopin.com/CC298022889J00119646814.htm,北京,"生物/制药/医疗器械,生物工程/生物制药",硕士,不限,职位亮点 五险一金 职位描述 职位描述： 1.  从事医疗设备联网及数据采集工作，通过医疗设备物联网技术实现医疗设备互联和实时数据采集、存储分析等功能，搭建系统平台； 2. 设备运行状态监测和系统部署实施，运维等； 任职要求： 1.生物医学工程或相关专业，硕士或博士学历； 2.了解医疗设备基本工作原理，包括生命支持类设备和大型影像类设备； 3. 对医疗设备物联网技术有所了解，熟悉医疗设备常用接口及通讯； 4. 有基本的数据分析和信号处理能力； 5. 沟通能力良好，有创造性思维，善于发现问题；身体健康、处事严谨、踏实肯干，具备良好的团队协作精神，以及富有挑战精神。 相关技能： 1. 医疗设备基本原理和软硬件开发基本技能； 2. 具备信号处理和数据分析基本技能； 3. 熟练使用Matlab、Python、Java等开发工具。 单位介绍： 中关村医疗器械产业技术创新联盟是中关村第一批批准的产业联盟，也一家独立法人的社会组织。目前有成员单位152家，主要从事专业咨询、产业规划与研究、企业服务等工作，2017年联盟承担科技部项目，招聘项目聘用工程师，现需要生物医学工程专业、软件件开发、算法开发、大数据平台建设工程师。 工作地点 北京市五棵松 查看地图
高级业务系统工程师,,中福彩科技发展(北京)有限公司,中福彩科技发展(北京)有限公司,https://jobs.zhaopin.com/CC563630187J00045488314.htm,北京,"IT运维/技术支持,系统工程师",本科,5-10年,职位亮点 五险一金 加班补助 交通补助 餐补 通讯补助 带薪年假 补充医疗保险 定期体检 职位描述 岗位职责： 负责核心应用系统、业务辅助系统的日常巡检工作，对发现的故障隐患及时上报和修复。 负责核心应用系统、业务辅助系统上线实施工作，编写上线计划与方案。 参与需求调研、测试发布等相关会议。 应用系统故障应急处理。 任职要求： 计算机相关专业本科以上学历，具备互联网行业8年以上系统运维经验。 取得RHCA国际认证，或达到同等技术能力。 深入理解AIX、Linux环境下的容量规划、架构设计、性能优化。 精通Tomcat、Apache、Nginx等主流server的原理和配置经验。 精通SNMP协议，熟练掌握Trap、Walk方式在异构环境下的监控应用。 精通一门以上脚本语言(shell/perl/python等)，能够对Zabbix、Cacti、Ganglia进行功能扩展，具备大型数据中心异构设备的监控设计、实施经历。 工作地点 北京市朝阳区北四环东路73号院1号楼14层1422室 查看地图
系统工程师,,互联网域名系统北京市工程研究中心有限公司,互联网域名系统北京市工程研究中心有限公司,https://jobs.zhaopin.com/CC616023522J00120975909.htm,北京,"IT运维/技术支持,系统工程师",大专,3-5年,职位亮点 五险一金 绩效奖金 餐补 交通补助 补充医疗保险 带薪年假 定期体检 通讯补助 职位描述 岗位职责：  1.       负责公司各行业项目（售前及售后阶段）的远程技术支撑工作，包括故障处理、技术咨询、技术培训等； 2.      负责公司重点项目的日常巡检，工具开发，经验及文档分享与输出； 3.      负责公司DNS公有云产品的项目落地实施； 4.      在深入理解公司产品的基础上，对技术服务部内部输出更深入的产品培训，对一切日常重复性的工作自驱性的推进工具化和平台化。 任职要求： 1.       有扎实的linux系统知识，有丰富的linux管理经验； 2.      掌握一门以上脚本语言（shell/python/perl等）； 3.      熟悉路由器、交换机、负载均衡等网络设备，具有网络维护和排障能力； 4.      熟悉TCP/IP以及常用的网络协议（DNS/DHCP/FTP/HTTP等）； 5.      具备较强的故障排查能力，有较好的技术敏感度和风险意识。善于团队协作，主动思考，自我驱动力强； 6.      了解Docker、openstack、vmware 的优先。 工作地点 北京市海淀区中关村南4街4号 查看地图
测试经理,,北京东方通科技股份有限公司,北京东方通科技股份有限公司,https://jobs.zhaopin.com/CC000299708J00065836012.htm,北京,"IT质量管理/测试/配置管理,软件测试",本科,5-10年,职位亮点 14薪 每年多次调薪 周末双休 五险一金 年底双薪 绩效奖金 股票期权 餐补 职位描述 职责： 1.负责测试团队的管理工作，建立规范化的测试流程； 2.配合项目经理进行工作量的评估； 3.带领其他测试人员编写测试方案、测试用例，进行测试，完成测试报告； 4.参与其他测试工程师编写的测试用例和测试报告的评审； 5.负责部门文档和代码的配置管理工作以及项目代码版本的发版工作； 任职资格： 1.全日制本科及以上学历，计算机或信息化等相关专业； 2.五年以上工作经验，有web中间件测试工作经验者优先； 3.有2年以上测试团队管理经验； 4.了解各种测试方法，如黑盒测试、白盒测试、回归测试、冒烟测试等；  5.精通python，要求具有一年以上自动化测试经验优先； 6. 熟练使用lr或者jmeter编写脚本进行压力测试和负载测试； 7.熟练使用soapui.postman等接口测试工具； 8.有JAVA编码能力，有相关开发经验； 9.熟练使用Mysql、Oracle、SQLServer等主流数据库数据库，能熟练增删改查； 10.熟悉任意应用服务器的使用，如Tomcat； 11.熟悉Http协议；熟悉webservice、rest等接口； 12.具有良好的团队合作意识和能力； 13.性格稳重.工作严谨.积极负责.善于与人沟通； 工作地点 北京市海淀区中关村彩和坊路10号1+1大厦3层 查看地图
人工智能实习生,,博奥生物集团有限公司,博奥生物集团有限公司,https://jobs.zhaopin.com/CC152131121J00060308714.htm,北京,"软件/互联网开发/系统集成,算法工程师",硕士,不限,职位亮点 交通补助 餐补 周末双休 补充医疗保险 定期体检 工作居住证 职位描述 岗位职责：  从事生物医学监测和医学影像、病理图像等相关的算法研究，负责AI算法和图像算法的开发及优化。 岗位要求： 1、熟悉深度学习、机器学习理论及实践应用的算法，了解自然语言处理、模式识别、数据挖掘等技术，相关专业硕士以上学历。 2、了解深度学习模型的优化。 3、熟悉传统图像识别算法的设计开发，能使用MatLab、C++编写图像算法者优先。 4、熟悉掌握深度学习框架平台Tensorflow、Caffe等的安装使用，在各个框架下有应用实践者优先。 5、熟悉C++、Python、Linux等编程语言开发。 工作地点 北京市昌平区生命科学园路18号 查看地图
AI算法工程师,,美亚宏信(北京)信息技术有限公司,美亚宏信(北京)信息技术有限公司,https://jobs.zhaopin.com/CC564433287J00119945211.htm,北京-海淀区,"软件/互联网开发/系统集成,软件研发工程师",本科,3-5年,"职位亮点 创业公司 五险一金 餐补 交通补助 定期体检 弹性工作 通讯补助 周末双休 职位描述 1.具备分类，聚类，模式识别，特征提取，神经网络，深度网络，模型验证等扎实理论基础，并且能够快速实现原型系统； 2.算法研究，包括知识图谱、自然语言理解、图像识别、语音识别和基于机器学习的数据挖掘，推荐算法； 3.参与人工智能产品化平台的搭建，开发及优化； 4.完成机器学习/深度学习/人工智能相关算法实现，算法优化和性能评估； 5.进行特征挖掘、标签抽取、模型优化、算法评估等工作； 6.跟踪AI业界先进的基础设施方案和工具，跟踪国内外人工智能应用发展和技术发展的趋势； 7.完成前沿人工智能技术预研； 任职资格要求： 1、统招本科及以上学历，计算机、统计、数学、生物工程相关专业； 2、熟悉数据结构和算法，熟练使用java/python/scala一种或多种； 3、对机器学习算法有强烈的兴趣，乐于进行深入的研究和探索。具备较强的逻辑分析能力、解决问题的能力，善于学习新事物； 4、深度学习，模式识别、机器学习、数据挖掘基本算法，有相关项目经验优先； 5、熟悉主流Deep Learning框架（Tensorflow, Caffe/Caffe2,Keras, PyTorch, MXNet等），深入理解内部结构及原理有者优先； 6、在以下领域有深入研究者优先： a、统计学习（如深度神经网络、随机森林、随机场等模型） b、计算机视觉（如图像识别理解，目标检测、图像分割等） 工作地点 北京市海淀区海淀区东北旺西路8号5号楼二层207室 查看地图"
人工智能研发工程师,,北京四合天地科技有限公司,北京四合天地科技有限公司,https://jobs.zhaopin.com/CC155534117J00102564815.htm,北京,"软件/互联网开发/系统集成,软件研发工程师",本科,1-3年,职位亮点 五险一金 绩效奖金 餐补 定期体检 带薪年假 节日福利 周末双休 工作居住证 职位描述 岗位职责：1.负责人工智能业务线产品的研发工作（计算机视觉）；2.抽象人工智能领域的相关模型并进行人工智能相关前沿算法的研究和应用；3.研究分析产品需求，提供人工智能相关解决方案；4.对人工智能业务线产品进行持续的迭代及优化。 任职要求：1.对未来人工智能在产业中带来的革命性变化有强烈的渴求；2.全日制统招本科及以上学历，计算机、电子信息、自动化及相关专业，3年及以上开发经验，硕士可适当放宽；3.扎实的计算机相关基础知识，精通C++/Java/Python中的至少一种语言；4.有良好的数据结构和算法设计基础；5.熟练掌握TensorFlow/Caffe/MxNet等深度学习框架中的一种或多种，具备一定的深度学习算法基础，有图像识别、目标检测与跟踪、图像语义分割等实际算法研发经验者优先；6.逻辑思维清晰，有较强的理解文献及学习能力，工作踏实、勤恳，有钻研精神。 工作地点 北京市海淀区学院路51号首享科技大厦12层1203-1206室 查看地图
ios开发工程师,,北京通铭教育科技股份有限公司,北京通铭教育科技股份有限公司,https://jobs.zhaopin.com/CC120109209J00089955614.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,1-3年,职位亮点 每年多次调薪 周末双休 五险一金 绩效奖金 加班补助 节日福利 交通补助 职位描述 1、2年以上iOS移动项目开发经验，能独立设计、开发移动产品，精通objective c开发，熟悉swift； 2、熟悉数据库Mysql、SQLite其中之一；熟悉设计模式； 3、对OOP，多线程编程，内存管理，性能优化有实际项目经验； 4、熟悉后台接口开发优先、熟悉python语言优先； 工作地点 西城区 陶然亭 查看地图
数据分析师,,北京易天新动网络科技有限公司,北京易天新动网络科技有限公司,https://jobs.zhaopin.com/CC228412318J00125143709.htm,北京-西城区,"咨询/顾问/调研/数据分析,数据分析师",本科,1-3年,"职位亮点 14薪 五险一金 年底双薪 餐补 通讯补助 弹性工作 补充医疗保险 定期体检 职位描述 技能要求： 数据挖掘 数据分析 数据处理 数据库 Hadoop 岗位职责:1、建立用户行为分析系列预测模型；2、设计并实施与模型部署相关的业务运营活动实施效果进行监控；3、分析用户线上行为特征，从用户体验优化等多角度提出各类解决方案； 任职资格:1、统计学、应用数学类专业优先，在大型移动应用公司有工作经验者优先2、2年以上建模、数据分析等相关工作经验；3、具有一定的统计分析及建模能力（包括但不限于多元统计分析、决策树、逻辑回归、机器学习等）并掌握Python等计量分析工具；4、对机器学习算法及其应用有较深的理解，热爱并深刻理解数据分析，数据挖掘，特征工程和建模技术；5、熟悉SQL, MySQL, Hadoop/Spark等一种或多种大数据存储和查询技术；6、具有团队精神，良好的沟通协作及多项目管理能力，具有在变化中快速学习的能力，能够长期保持工作主动性。 福利：年度14薪、六险一金、餐补、通讯补助、防暑降温费、弹性工时、年度体检、丰厚的节假日福利、带薪年假 工作地点 北京西城区德胜门外大街117号德胜尚城D座2层 查看地图"
测试工程师,,北京山石网科信息技术有限公司,北京山石网科信息技术有限公司,https://jobs.zhaopin.com/302539512251787.htm,北京,"IT质量管理/测试/配置管理,系统测试",不限,不限,职位亮点 节日福利 五险一金 年底双薪 绩效奖金 带薪年假 弹性工作 补充医疗保险 定期体检 职位描述 工作内容： 负责产品测试设计，测试用例编写，新特性测试，版本回归测试 负责测试用例自动化实现 负责客户问题跟踪复现，方案验证工作 职位需求： 计算机，通信工程相关专业本科以上学历 2年以上从事NGFW、UTM、WAF、IPS等相关工作经验 熟练掌握TCP/IP通信协议，熟练掌握HTTP、FTP、SMTP、POP3、IMAP等上层应用协议及相关服务器搭建、配置等 熟练使用测试仪进行性能测试和压力测试，精通Ixia、BPS、Avalanche中的一种或者几种。 有良好的自我学习和管理能力，有良好的沟通能力，工作积极主动，能够承担工作压力 同时具备如下技能者优先： 有长期在Linux环境工作的经验 有良好的python编程基础和自动化测试经验 精通AV、IPS、url filter、DLP、NBC、沙箱、反垃圾邮件、IP信誉库等模块的业务设计及实现 英语6级 工作地点 北京市海淀区宝盛南路1号院20#（园区东侧）楼5层
hadoop工程师,,北京医华移动医疗科技有限公司,北京医华移动医疗科技有限公司,https://jobs.zhaopin.com/CC394031131J00050171510.htm,北京,"软件/互联网开发/系统集成,高级软件工程师",本科,3-5年,"职位亮点 高温补贴 节日福利 带薪年假 采暖补贴 五险一金 职位描述 1、 Hadoop集群以及Hive、HBase，spark，Flink,druid等相关软件的安装、配置、优化、维护、管理； 2、 使用spark,flink,hive脚本进行数据ETL编码 3、 大数据仓库的数据建模 4、 实现或使用常用机器学习算法解决大数据实际问题 5、 数据质量的监控和维护 6、 数据产品的开发 技能要求： 1、 精通java,scala,python，熟练掌握spring boot和spring cloud相关技术 2、 精通linux操作系统命令，熟练掌握linux系统配置和系统监控等相关指令，熟悉docker容器技术 3、 能够独立分布式安装,配置,优化hadoop，spark，flink，druid,hive等大数据组件 4、 熟练掌握spark或flink编程模型，编写批流合一的数据处理功能 5、 熟练掌握hive高级sqludf 6、 熟悉分布式系统原理和调度系统原理 7、熟悉大数据云计算服务优先；熟练掌握数据仓库建模/数据挖掘/机器学习技术，从事过搜索、自然语义分析等相关的开发工作，有项目应用经验； 8、 具备丰富的大中型开发项目的总体规划、方案设计经验者优先考虑。 9、 熟悉常见的机器学习算法 工作地点 北京朝阳区 查看地图"
测试工程师,,中福彩科技发展(北京)有限公司,中福彩科技发展(北京)有限公司,https://jobs.zhaopin.com/CC563630187J00045490214.htm,北京,"IT质量管理/测试/配置管理,系统测试",本科,3-5年,"职位亮点 五险一金 加班补助 交通补助 餐补 通讯补助 定期体检 补充医疗保险 带薪年假 职位描述 岗位职责： 1. 负责项目需求编写、制定测试进度，对产品的功能、性能、兼容性、安全性等方面进行测试；  2. 负责按照程序设计说明书，按照一定规范化的方法进行软件结构划分和设计测试用例； 3. 独立进行程序单元、冒烟的测试，查出软件存在的缺陷并保证其质量； 4. 负责开发、测试环境搭建与维护、测试工具开发、测试方法优化的研究； 5. 能够独立进行项目测试，包括参与需求分析、设计评审，编写测试方案和测试用例，跟进测试结果和开发迭代等； 任职要求： 1. 本科以上学历，有三年左右大型项目开发或测试（白盒）经验； 2. 熟悉Tomcat、Zookeeper、Nginx、Redis、Kafka、Jboss、Mysql/Oracle等服务并熟悉上述集群服务器的搭建； 3.熟练Java/C(C++)/Python/Shell语言至少二门以上,熟练掌握进程通信、网络编程、多线程、数据库等技术； 4. 熟练掌握主要测试方法和测试类型、熟悉常用测试工具(WinRunner、QTP、LoadRunner等),并有能力定制化开发工具； 5. 准确、详实的描述 BUG 产生的过程、BUG 的现象，并可以准确地定位跟踪问题，协助开发工程师对所提 BUG 进行修改和验证，跟踪 BUG 解决； 6. 良好的沟通能力，主动性强，思路清晰，善于团队合作。 工作地点 北京市朝阳区北四环东路73号院1号楼14层1422室 查看地图"
运维工程师（技术支持）,,北京和众泽益管理咨询有限责任公司,北京和众泽益管理咨询有限责任公司,https://jobs.zhaopin.com/CC469785917J00136723711.htm,北京-朝阳区,"IT运维/技术支持,IT技术支持/维护工程师",本科,5-10年,职位亮点 五险一金 年终分红 绩效奖金 通讯补助 定期体检 每年多次调薪 周末双休 带薪年假 职位描述 岗位要求： 1.  精通Linux系统原理，部署、维护、调优与故障诊断技术； 2.熟悉Docker、Kubernetes、openstack容器虚拟化技术生态核心项目； 3.熟悉EFK/Prometheus/Zabbix/Falcon等容器监控、日志、网络方案周边生态项目； 4.熟悉Calico/contiv/flannel等容器SDN网络技术； 5.熟悉SaltStack/Ansible等自动化运维技术； 6.熟悉Go/Python/Shell； 7.有一年以上Docker/Kubernetes/openstack虚拟化运维经验； 8.计算机相关专业本科及以上，五年以上运维或者开发经验； 9.大型互联网公司运维系统(监控、部署、传输)、资源管理系统(k8s、docker)或大数据系统(hadoop、hbase、spark) 设计及实现经验者优先录取。 工作职责： 1.  负责Docker/K8S/openstack虚拟化平台部署、监控、维护与工作； 2. 评估系统性能参数，能进行深度的性能调优； 3. 负责系统突发事件管理，问题跟踪与管理； 4. 负责系统故障诊断与问题攻关； 5. 负责运维平台架构； 薪资：20-30k 福利：五险一金+节假日福利+绩效奖金+年终奖 公司地址：朝阳区安慧四里15号五矿大厦618-632 电话：************-809/810 工作地点 北京市朝阳区安慧里四区15号中国 五矿大厦6层618-632 查看地图
ios开发工程师,,北京通铭教育科技股份有限公司,北京通铭教育科技股份有限公司,https://jobs.zhaopin.com/CC120109209J00089955514.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,1-3年,职位亮点 每年多次调薪 周末双休 五险一金 绩效奖金 加班补助 节日福利 交通补助 职位描述 1、2年以上iOS移动项目开发经验，能独立设计、开发移动产品，精通objective c开发，熟悉swift； 2、熟悉数据库Mysql、SQLite其中之一；熟悉设计模式； 3、对OOP，多线程编程，内存管理，性能优化有实际项目经验； 4、熟悉后台接口开发优先、熟悉python语言优先； 工作地点 中关村互联网教育创新中心B座1058 查看地图
数据分析师-JS,,北京轻松筹网络科技有限公司,北京轻松筹网络科技有限公司,https://jobs.zhaopin.com/CC208628781J00118315910.htm,北京-东城区,"互联网产品/运营管理,数据运营",本科,3-5年,职位亮点 五险一金 弹性工作 节日福利 带薪年假 周末双休 绩效奖金 职位描述 岗位职责： 1、深入理解业务需求并建立辅助业务发展的精细化运营体系 2、构建数据分析模型，利用增长黑客思维带动业务核心指标增长 3、负责推进指标体系的监控及预警体系建设，并对异常波动情况进行问题定位 4、理解数据埋点，采集，处理加工过程，指导埋点需求并完善埋点方案 任职要求： 1、2年以上互联网数据运营分析相关经验，具有较强的快速学习能力，良好的沟通能 2、具备大数据的处理能力，掌握hive或SQL等相关数据提取工具，了解Python、R、SPSS，Excel等 3、数据逻辑清晰、主动思考，良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验； 4、熟悉 Hadoop、Mahout、MapReduce 等技术 工作地点 歌华大厦B座1021 查看地图
安全研究工程师,,北京山石网科信息技术有限公司,北京山石网科信息技术有限公司,https://jobs.zhaopin.com/CC302539512J00061548009.htm,北京,"软件/互联网开发/系统集成,软件研发工程师",本科,不限,职位亮点 节日福利 五险一金 绩效奖金 通讯补助 带薪年假 弹性工作 补充医疗保险 定期体检 职位描述 分析和研究恶意软件行为，设计恶意软件行为抓取方案 ? ? ? ? 开发和维护基于沙箱的行为抓取引擎 ? ? ? ? 提取恶意软件行为特征 职位要求： 熟悉恶意软件常用技术手段 熟悉计算机体系结构和Windows/Linux操作系统运行机制 ? ? ? ? 熟练掌握C语言和Python语言 ? ? ? ? 对恶意软件分析和安全研究有强烈的兴趣 有沙箱开发经验或反病毒从业经历者优先 有Windows内核开发或x86汇编逆向分析经验者优先 ? ? ? ? 大学本科及以上学历 工作地点 北京市海淀区宝盛南路1号院20#（园区东侧）楼5层 查看地图
